Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-04-11,40-44,Man,-3,2
2020-04-11,45-49,Man,-7,2
2020-04-11,50-54,Man,-18,9
2020-04-11,55-59,Man,-48,27
2020-04-11,60-64,Man,-59,52
2020-04-11,65-69,Man,-106,111
2020-04-11,70-74,Man,-197,185
2020-04-11,75-79,Man,-310,348
2020-04-11,80-84,Man,-352,384
2020-04-11,85-89,Man,-371,338
2020-04-11,90-94,Man,-202,116
2020-04-11,95+,Man,-56,19
2020-04-07,0-4,Vrouw,0,0
2020-04-07,5-9,Vrouw,0,0
2020-04-07,10-14,Vrouw,0,0
2020-04-07,15-19,Vrouw,0,0
2020-04-07,20-24,Vrouw,0,0
2020-04-07,25-29,Vrouw,0,0
2020-04-07,30-34,Vrouw,1,1
2020-04-07,35-39,Vrouw,0,0
2020-04-07,40-44,Vrouw,0,0
2020-04-07,45-49,Vrouw,4,4
2020-04-07,50-54,Vrouw,9,9
2020-04-07,55-59,Vrouw,12,12
2020-04-07,60-64,Vrouw,19,19
2020-04-07,65-69,Vrouw,43,43
2020-04-07,70-74,Vrouw,80,80
2020-04-07,75-79,Vrouw,130,130
2020-04-07,80-84,Vrouw,174,174
2020-04-07,85-89,Vrouw,175,175
2020-04-07,90-94,Vrouw,120,120
2020-04-07,95+,Vrouw,44,44
2020-04-07,Niet vermeld,Vrouw,1,1
2020-04-07,0-4,Man,0,0
2020-04-07,5-9,Man,0,0
2020-04-07,10-14,Man,0,0
2020-04-07,15-19,Man,0,0
2020-04-07,20-24,Man,0,0
2020-04-07,25-29,Man,1,1
2020-04-07,30-34,Man,0,0
2020-04-07,35-39,Man,1,1
2020-04-07,40-44,Man,2,2
2020-04-07,45-49,Man,2,2
2020-04-07,50-54,Man,8,8
2020-04-07,55-59,Man,19,19
2020-04-07,60-64,Man,43,43
2020-04-07,65-69,Man,91,91
2020-04-07,70-74,Man,143,143
2020-04-07,75-79,Man,287,287
2020-04-07,80-84,Man,321,321
2020-04-07,85-89,Man,271,271
2020-04-07,90-94,Man,83,83
2020-04-07,95+,Man,16,16
2020-04-07,Niet vermeld,Man,1,1
2020-04-13,0-4,Vrouw,0,0
2020-04-13,5-9,Vrouw,0,0
2020-04-13,10-14,Vrouw,0,0
2020-04-13,15-19,Vrouw,0,0
2020-04-13,20-24,Vrouw,0,0
2020-04-13,25-29,Vrouw,0,0
2020-04-13,30-34,Vrouw,0,1
2020-04-13,35-39,Vrouw,1,1
2020-04-13,40-44,Vrouw,0,0
2020-04-13,45-49,Vrouw,1,5
2020-04-13,50-54,Vrouw,3,12
2020-04-13,55-59,Vrouw,2,14
2020-04-13,60-64,Vrouw,6,25
2020-04-13,65-69,Vrouw,17,60
2020-04-13,70-74,Vrouw,24,104
2020-04-13,75-79,Vrouw,35,165
2020-04-13,80-84,Vrouw,70,244
2020-04-13,85-89,Vrouw,72,247
2020-04-13,90-94,Vrouw,56,176
2020-04-13,95+,Vrouw,21,65
2020-04-13,0-4,Man,0,0
2020-04-13,5-9,Man,0,0
2020-04-13,10-14,Man,0,0
2020-04-13,15-19,Man,0,0
2020-04-13,20-24,Man,0,0
2020-04-13,25-29,Man,2,3
2020-04-13,30-34,Man,1,1
2020-04-13,35-39,Man,0,1
2020-04-13,40-44,Man,1,3
2020-04-13,45-49,Man,0,2
2020-04-13,50-54,Man,4,12
2020-04-13,55-59,Man,11,30
2020-04-13,60-64,Man,13,56
2020-04-13,65-69,Man,27,118
2020-04-13,70-74,Man,57,200
2020-04-13,75-79,Man,85,372
2020-04-13,80-84,Man,77,398
2020-04-13,85-89,Man,89,360
2020-04-13,90-94,Man,40,123
2020-04-13,95+,Man,7,23
2020-06-02,0-4,Vrouw,0,0
2020-06-02,5-9,Vrouw,0,0
2020-06-02,10-14,Vrouw,0,0
2020-06-02,15-19,Vrouw,0,0
2020-06-02,20-24,Vrouw,0,0
2020-06-02,25-29,Vrouw,0,0
2020-06-02,30-34,Vrouw,0,1
2020-06-02,35-39,Vrouw,1,2
2020-06-02,40-44,Vrouw,0,0
2020-06-02,45-49,Vrouw,9,14
2020-06-02,50-54,Vrouw,8,20
2020-06-02,55-59,Vrouw,10,24
2020-06-02,60-64,Vrouw,26,51
2020-06-02,65-69,Vrouw,52,112
2020-06-02,70-74,Vrouw,136,240
2020-06-02,75-79,Vrouw,173,338
2020-06-02,80-84,Vrouw,271,515
2020-06-02,85-89,Vrouw,399,646
2020-06-02,90-94,Vrouw,315,491
2020-06-02,95+,Vrouw,157,222
2020-06-02,0-4,Man,0,0
2020-06-02,5-9,Man,0,0
2020-06-02,10-14,Man,0,0
2020-06-02,15-19,Man,1,1
2020-06-02,20-24,Man,0,0
2020-06-02,25-29,Man,0,3
2020-06-02,30-34,Man,2,3
2020-06-02,35-39,Man,4,5
2020-06-02,40-44,Man,2,5
2020-06-02,45-49,Man,7,9
2020-06-02,50-54,Man,14,26
2020-06-02,55-59,Man,43,73
2020-06-02,60-64,Man,54,110
2020-06-02,65-69,Man,97,215
2020-06-02,70-74,Man,178,378
2020-06-02,75-79,Man,279,651
2020-06-02,80-84,Man,331,729
2020-06-02,85-89,Man,337,697
2020-06-02,90-94,Man,189,312
2020-06-02,95+,Man,51,74
2020-06-16,0-4,Vrouw,0,0
2020-06-16,5-9,Vrouw,0,0
2020-06-16,10-14,Vrouw,0,0
2020-06-16,15-19,Vrouw,0,0
2020-06-16,20-24,Vrouw,0,0
2020-06-16,25-29,Vrouw,0,0
2020-06-16,30-34,Vrouw,0,1
2020-06-16,35-39,Vrouw,0,2
2020-06-16,40-44,Vrouw,0,0
2020-06-16,45-49,Vrouw,0,14
2020-06-16,50-54,Vrouw,0,20
2020-06-16,55-59,Vrouw,0,24
2020-06-16,60-64,Vrouw,1,52
2020-06-16,65-69,Vrouw,2,114
2020-06-16,70-74,Vrouw,3,243
2020-06-16,75-79,Vrouw,6,344
2020-06-16,80-84,Vrouw,8,523
2020-06-16,85-89,Vrouw,17,663
2020-06-16,90-94,Vrouw,14,505
2020-06-16,95+,Vrouw,6,228
2020-06-16,0-4,Man,0,0
2020-06-16,5-9,Man,0,0
2020-06-16,10-14,Man,0,0
2020-06-16,15-19,Man,0,1
2020-06-16,20-24,Man,0,0
2020-06-16,25-29,Man,0,3
2020-06-16,30-34,Man,0,3
2020-06-16,35-39,Man,0,5
2020-06-16,40-44,Man,0,5
2020-06-16,45-49,Man,0,9
2020-06-16,50-54,Man,1,27
2020-06-16,55-59,Man,2,75
2020-06-16,60-64,Man,2,112
2020-06-16,65-69,Man,2,217
2020-06-16,70-74,Man,4,382
2020-06-16,75-79,Man,7,658
2020-06-16,80-84,Man,9,738
2020-06-16,85-89,Man,12,709
2020-06-16,90-94,Man,6,318
2020-06-16,95+,Man,1,75
2020-06-17,0-4,Vrouw,0,0
2020-06-17,5-9,Vrouw,0,0
2020-06-17,10-14,Vrouw,0,0
2020-06-17,15-19,Vrouw,0,0
2020-06-17,20-24,Vrouw,0,0
2020-06-17,25-29,Vrouw,0,0
2020-06-17,30-34,Vrouw,0,1
2020-06-17,35-39,Vrouw,0,2
2020-06-17,40-44,Vrouw,0,0
2020-06-17,45-49,Vrouw,0,14
2020-06-17,50-54,Vrouw,0,20
2020-06-17,55-59,Vrouw,0,24
2020-06-17,60-64,Vrouw,0,52
2020-06-17,65-69,Vrouw,0,114
2020-06-17,70-74,Vrouw,0,243
2020-06-17,75-79,Vrouw,0,344
2020-06-17,80-84,Vrouw,0,523
2020-06-17,85-89,Vrouw,0,663
2020-06-17,90-94,Vrouw,1,506
2020-06-17,95+,Vrouw,1,229
2020-06-17,0-4,Man,0,0
2020-06-17,5-9,Man,0,0
2020-06-17,10-14,Man,0,0
2020-06-17,15-19,Man,0,1
2020-06-17,20-24,Man,0,0
2020-06-17,25-29,Man,0,3
2020-06-17,30-34,Man,0,3
2020-06-17,35-39,Man,0,5
2020-06-17,40-44,Man,0,5
2020-06-17,45-49,Man,0,9
2020-06-17,50-54,Man,0,27
2020-06-17,55-59,Man,0,75
2020-06-17,60-64,Man,0,112
2020-06-17,65-69,Man,1,218
2020-06-17,70-74,Man,1,383
2020-06-17,75-79,Man,0,658
2020-06-17,80-84,Man,0,738
2020-06-17,85-89,Man,0,709
2020-06-17,90-94,Man,0,318
2020-06-17,95+,Man,0,75
2020-06-03,0-4,Vrouw,0,0
2020-06-03,5-9,Vrouw,0,0
2020-06-03,10-14,Vrouw,0,0
2020-06-03,15-19,Vrouw,0,0
2020-06-03,20-24,Vrouw,0,0
2020-06-03,25-29,Vrouw,0,0
2020-06-03,30-34,Vrouw,0,1
2020-06-03,35-39,Vrouw,0,2
2020-06-03,40-44,Vrouw,0,0
2020-06-03,45-49,Vrouw,0,14
2020-06-03,50-54,Vrouw,0,20
2020-06-03,55-59,Vrouw,0,24
2020-06-03,60-64,Vrouw,-1,51
2020-06-03,65-69,Vrouw,-2,112
2020-06-03,70-74,Vrouw,-3,240
2020-06-03,75-79,Vrouw,-6,338
2020-06-03,80-84,Vrouw,-8,515
2020-06-03,85-89,Vrouw,-14,649
2020-06-03,90-94,Vrouw,-14,492
2020-06-03,95+,Vrouw,-7,222
2020-06-03,0-4,Man,0,0
2020-06-03,5-9,Man,0,0
2020-06-03,10-14,Man,0,0
2020-06-03,15-19,Man,0,1
2020-06-03,20-24,Man,0,0
2020-06-03,25-29,Man,0,3
2020-06-03,30-34,Man,0,3
2020-06-03,35-39,Man,0,5
2020-06-03,40-44,Man,0,5
2020-06-03,45-49,Man,0,9
2020-06-03,50-54,Man,-1,26
2020-06-03,55-59,Man,-2,73
2020-06-03,60-64,Man,-1,111
2020-06-03,65-69,Man,-3,215
2020-06-03,70-74,Man,-5,378
2020-06-03,75-79,Man,-7,651
2020-06-03,80-84,Man,-8,730
2020-06-03,85-89,Man,-10,699
2020-06-03,90-94,Man,-4,314
2020-06-03,95+,Man,-1,74
2020-04-12,0-4,Vrouw,0,0
2020-04-12,5-9,Vrouw,0,0
2020-04-12,10-14,Vrouw,0,0
2020-04-12,15-19,Vrouw,0,0
2020-04-12,20-24,Vrouw,0,0
2020-04-12,25-29,Vrouw,0,0
2020-04-12,30-34,Vrouw,0,1
2020-04-12,35-39,Vrouw,-1,1
2020-04-12,40-44,Vrouw,0,0
2020-04-12,45-49,Vrouw,-9,5
2020-04-12,50-54,Vrouw,-9,11
2020-04-12,55-59,Vrouw,-10,14
2020-04-12,60-64,Vrouw,-28,23
2020-04-12,65-69,Vrouw,-54,58
2020-04-12,70-74,Vrouw,-141,99
2020-04-12,75-79,Vrouw,-177,161
2020-04-12,80-84,Vrouw,-280,235
2020-04-12,85-89,Vrouw,-407,242
2020-04-12,90-94,Vrouw,-321,171
2020-04-12,95+,Vrouw,-158,64
2020-04-12,0-4,Man,0,0
2020-04-12,5-9,Man,0,0
2020-04-12,10-14,Man,0,0
2020-04-12,15-19,Man,-1,0
2020-04-12,20-24,Man,0,0
2020-04-12,25-29,Man,0,3
2020-04-12,30-34,Man,-2,1
2020-04-12,35-39,Man,-4,1
2020-04-12,40-44,Man,-2,3
2020-04-12,45-49,Man,-7,2
2020-04-12,50-54,Man,-17,9
2020-04-12,55-59,Man,-45,28
2020-04-12,60-64,Man,-56,55
2020-04-12,65-69,Man,-100,115
2020-04-12,70-74,Man,-182,196
2020-04-12,75-79,Man,-292,359
2020-04-12,80-84,Man,-342,388
2020-04-12,85-89,Man,-348,351
2020-04-12,90-94,Man,-195,119
2020-04-12,95+,Man,-54,20
