Datum,Gemeentenaam,Gemeentecode,Provincienaam,Aantal
2020-04-18,Leiden,546,Zuid-Holland,107
2020-04-18,Leiderdorp,547,Zuid-Holland,23
2020-04-18,Lisse,553,Zuid-Holland,19
2020-04-18,Maassluis,556,Zuid-Holland,40
2020-04-18,Nieuwkoop,569,Zuid-Holland,41
2020-04-18,Noordwijk,575,Zuid-Holland,33
2020-04-18,Oegstgeest,579,Zuid-Holland,32
2020-04-18,Oudewater,589,Utrecht,43
2020-04-18,Papendrecht,590,Zuid-Holland,41
2020-04-18,Ridderkerk,597,Zuid-Holland,85
2020-04-18,Rotterdam,599,Zuid-Holland,1502
2020-04-18,Rijswijk,603,Zuid-Holland,73
2020-04-18,Schiedam,606,Zuid-Holland,122
2020-04-18,Sliedrecht,610,Zuid-Holland,34
2020-04-18,Albrandswaard,613,Zuid-Holland,66
2020-04-18,Westvoorne,614,Zuid-Holland,22
2020-04-18,Vlaardingen,622,Zuid-Holland,158
2020-04-18,Voorschoten,626,Zuid-Holland,28
2020-04-18,Waddinxveen,627,Zuid-Holland,39
2020-04-18,Wassenaar,629,Zuid-Holland,37
2020-04-18,Woerden,632,Utrecht,117
2020-04-18,Zoetermeer,637,Zuid-Holland,127
2020-04-18,Zoeterwoude,638,Zuid-Holland,7
2020-04-18,Zwijndrecht,642,Zuid-Holland,86
2020-04-18,Borsele,654,Zeeland,20
2020-04-18,Goes,664,Zeeland,64
2020-04-18,West Maas en Waal,668,Gelderland,62
2020-04-18,Hulst,677,Zeeland,25
2020-04-18,Kapelle,678,Zeeland,15
2020-04-18,Middelburg,687,Zeeland,38
2020-04-18,Reimerswaal,703,Zeeland,23
2020-04-18,Terneuzen,715,Zeeland,89
2020-04-18,Tholen,716,Zeeland,118
2020-04-18,Veere,717,Zeeland,22
2020-04-18,Vlissingen,718,Zeeland,45
2020-04-18,De Ronde Venen,736,Utrecht,69
2020-04-18,Tytsjerksteradiel,737,Friesland,15
2020-04-18,Asten,743,Noord-Brabant,57
2020-04-18,Baarle-Nassau,744,Noord-Brabant,4
2020-04-18,Bergen op Zoom,748,Noord-Brabant,70
2020-04-18,Best,753,Noord-Brabant,47
2020-04-18,Boekel,755,Noord-Brabant,84
2020-04-18,Boxmeer,756,Noord-Brabant,82
2020-04-18,Boxtel,757,Noord-Brabant,49
2020-04-18,Breda,758,Noord-Brabant,381
2020-04-18,Deurne,762,Noord-Brabant,121
2020-04-18,Pekela,765,Groningen,4
2020-04-18,Dongen,766,Noord-Brabant,57
2020-04-18,Eersel,770,Noord-Brabant,53
2020-04-18,Eindhoven,772,Noord-Brabant,353
2020-04-18,Etten-Leur,777,Noord-Brabant,134
2020-04-18,Geertruidenberg,779,Noord-Brabant,27
2020-04-18,Gilze en Rijen,784,Noord-Brabant,57
2020-04-18,Goirle,785,Noord-Brabant,60
2020-04-18,Grave,786,Noord-Brabant,46
2020-04-18,Haaren,788,Noord-Brabant,36
2020-04-18,Helmond,794,Noord-Brabant,244
2020-04-18,'s-Hertogenbosch,796,Noord-Brabant,343
2020-04-18,Heusden,797,Noord-Brabant,95
2020-04-18,Hilvarenbeek,798,Noord-Brabant,30
2020-04-18,Loon op Zand,809,Noord-Brabant,44
2020-04-18,Mill en Sint Hubert,815,Noord-Brabant,24
2020-04-18,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,40
2020-04-18,Oirschot,823,Noord-Brabant,41
2020-04-18,Oisterwijk,824,Noord-Brabant,48
2020-04-18,Oosterhout,826,Noord-Brabant,78
2020-04-18,Oss,828,Noord-Brabant,360
2020-04-18,Rucphen,840,Noord-Brabant,42
2020-04-18,Sint-Michielsgestel,845,Noord-Brabant,72
2020-04-18,Someren,847,Noord-Brabant,76
2020-04-18,Son en Breugel,848,Noord-Brabant,56
2020-04-18,Steenbergen,851,Noord-Brabant,50
2020-04-18,Waterland,852,Noord-Holland,24
2020-04-18,Tilburg,855,Noord-Brabant,542
2020-04-18,Uden,856,Noord-Brabant,220
2020-04-18,Valkenswaard,858,Noord-Brabant,110
2020-04-18,Veldhoven,861,Noord-Brabant,100
2020-04-18,Vught,865,Noord-Brabant,84
2020-04-18,Waalre,866,Noord-Brabant,23
2020-04-18,Waalwijk,867,Noord-Brabant,112
2020-04-18,Woensdrecht,873,Noord-Brabant,40
2020-04-18,Zundert,879,Noord-Brabant,53
2020-04-18,Wormerland,880,Noord-Holland,32
2020-04-18,Landgraaf,882,Limburg,100
2020-04-18,Beek,888,Limburg,32
2020-04-18,Beesel,889,Limburg,37
2020-04-18,Bergen (L.),893,Limburg,15
2020-04-18,Brunssum,899,Limburg,62
2020-04-18,Gennep,907,Limburg,46
2020-04-18,Heerlen,917,Limburg,240
2020-04-18,Kerkrade,928,Limburg,115
2020-04-18,Maastricht,935,Limburg,508
2020-04-18,Meerssen,938,Limburg,71
2020-04-18,Mook en Middelaar,944,Limburg,26
2020-04-18,Nederweert,946,Limburg,40
2020-04-18,Roermond,957,Limburg,111
2020-04-18,Simpelveld,965,Limburg,35
2020-04-18,Stein,971,Limburg,84
2020-04-18,Vaals,981,Limburg,25
2020-04-18,Venlo,983,Limburg,230
2020-04-18,Venray,984,Limburg,88
2020-04-18,Voerendaal,986,Limburg,32
2020-04-18,Weert,988,Limburg,100
2020-04-18,Valkenburg aan de Geul,994,Limburg,54
2020-04-18,Lelystad,995,Flevoland,110
2020-04-18,Horst aan de Maas,1507,Limburg,99
2020-04-18,Oude IJsselstreek,1509,Gelderland,45
2020-04-18,Teylingen,1525,Zuid-Holland,38
2020-04-18,Utrechtse Heuvelrug,1581,Utrecht,75
2020-04-18,Oost Gelre,1586,Gelderland,42
2020-04-18,Koggenland,1598,Noord-Holland,29
2020-04-18,Lansingerland,1621,Zuid-Holland,142
2020-04-18,Leudal,1640,Limburg,147
2020-04-18,Maasgouw,1641,Limburg,60
2020-04-18,Gemert-Bakel,1652,Noord-Brabant,151
2020-04-18,Halderberge,1655,Noord-Brabant,47
2020-04-18,Heeze-Leende,1658,Noord-Brabant,50
2020-04-18,Laarbeek,1659,Noord-Brabant,87
2020-04-18,Reusel-De Mierden,1667,Noord-Brabant,19
2020-04-18,Roerdalen,1669,Limburg,41
2020-04-18,Roosendaal,1674,Noord-Brabant,154
2020-04-18,Schouwen-Duiveland,1676,Zeeland,27
2020-04-18,Aa en Hunze,1680,Drenthe,13
2020-04-18,Borger-Odoorn,1681,Drenthe,5
2020-04-18,Cuijk,1684,Noord-Brabant,47
2020-04-18,Landerd,1685,Noord-Brabant,107
2020-04-18,De Wolden,1690,Drenthe,35
2020-04-18,Noord-Beveland,1695,Zeeland,5
2020-04-18,Wijdemeren,1696,Noord-Holland,21
2020-04-18,Noordenveld,1699,Drenthe,17
2020-04-18,Twenterand,1700,Overijssel,43
2020-04-18,Westerveld,1701,Drenthe,28
2020-04-18,Sint Anthonis,1702,Noord-Brabant,56
2020-04-18,Lingewaard,1705,Gelderland,73
2020-04-18,Cranendonck,1706,Noord-Brabant,146
2020-04-18,Steenwijkerland,1708,Overijssel,72
2020-04-18,Moerdijk,1709,Noord-Brabant,49
2020-04-18,Echt-Susteren,1711,Limburg,75
2020-04-18,Sluis,1714,Zeeland,16
2020-04-18,Drimmelen,1719,Noord-Brabant,48
2020-04-18,Bernheze,1721,Noord-Brabant,221
2020-04-18,Alphen-Chaam,1723,Noord-Brabant,41
2020-04-18,Bergeijk,1724,Noord-Brabant,42
2020-04-18,Bladel,1728,Noord-Brabant,46
2020-04-18,Gulpen-Wittem,1729,Limburg,46
2020-04-18,Tynaarlo,1730,Drenthe,34
2020-04-18,Midden-Drenthe,1731,Drenthe,17
2020-04-18,Overbetuwe,1734,Gelderland,105
2020-04-18,Hof van Twente,1735,Overijssel,56
2020-04-18,Neder-Betuwe,1740,Gelderland,73
2020-04-18,Rijssen-Holten,1742,Overijssel,95
2020-04-18,Geldrop-Mierlo,1771,Noord-Brabant,79
2020-04-18,Olst-Wijhe,1773,Overijssel,35
2020-04-18,Dinkelland,1774,Overijssel,65
2020-04-18,Westland,1783,Zuid-Holland,187
2020-04-18,Midden-Delfland,1842,Zuid-Holland,12
2020-04-18,Berkelland,1859,Gelderland,45
2020-04-18,Bronckhorst,1876,Gelderland,44
2020-04-18,Sittard-Geleen,1883,Limburg,283
2020-04-18,Kaag en Braassem,1884,Zuid-Holland,21
2020-04-18,Dantumadiel,1891,Friesland,6
2020-04-18,Zuidplas,1892,Zuid-Holland,90
2020-04-18,Peel en Maas,1894,Limburg,235
2020-04-18,Oldambt,1895,Groningen,8
2020-04-18,Zwartewaterland,1896,Overijssel,112
2020-04-18,Súdwest-Fryslân,1900,Friesland,67
2020-04-18,Bodegraven-Reeuwijk,1901,Zuid-Holland,34
2020-04-18,Eijsden-Margraten,1903,Limburg,126
2020-04-18,Stichtse Vecht,1904,Utrecht,75
2020-04-18,Hollands Kroon,1911,Noord-Holland,52
2020-04-18,Leidschendam-Voorburg,1916,Zuid-Holland,68
2020-04-18,Goeree-Overflakkee,1924,Zuid-Holland,234
2020-04-18,Pijnacker-Nootdorp,1926,Zuid-Holland,74
2020-04-18,Nissewaard,1930,Zuid-Holland,118
2020-04-18,Krimpenerwaard,1931,Zuid-Holland,116
2020-04-18,De Fryske Marren,1940,Friesland,50
2020-04-18,Gooise Meren,1942,Noord-Holland,81
2020-04-18,Berg en Dal,1945,Gelderland,138
2020-04-18,Meierijstad,1948,Noord-Brabant,427
2020-04-18,Waadhoeke,1949,Friesland,70
2020-04-18,Westerwolde,1950,Groningen,5
2020-04-18,Midden-Groningen,1952,Groningen,26
2020-04-18,Beekdaelen,1954,Limburg,91
2020-04-18,Montferland,1955,Gelderland,58
2020-04-18,Altena,1959,Noord-Brabant,94
2020-04-18,West Betuwe,1960,Gelderland,125
2020-04-18,Vijfheerenlanden,1961,Utrecht,172
2020-04-18,Hoeksche Waard,1963,Zuid-Holland,185
2020-04-18,Het Hogeland,1966,Groningen,24
2020-04-18,Westerkwartier,1969,Groningen,53
2020-04-18,Noardeast-Fryslân,1970,Friesland,23
2020-04-18,Molenlanden,1978,Zuid-Holland,84
2020-04-19,Appingedam,3,Groningen,3
2020-04-19,Delfzijl,10,Groningen,14
2020-04-19,Groningen,14,Groningen,147
2020-04-19,Loppersum,24,Groningen,2
2020-04-19,Almere,34,Flevoland,236
2020-04-19,Stadskanaal,37,Groningen,4
2020-04-19,Veendam,47,Groningen,8
2020-04-19,Zeewolde,50,Flevoland,26
2020-04-19,Achtkarspelen,59,Friesland,7
2020-04-19,Harlingen,72,Friesland,14
2020-04-19,Heerenveen,74,Friesland,77
2020-04-19,Leeuwarden,80,Friesland,49
2020-04-19,Ooststellingwerf,85,Friesland,3
2020-04-19,Opsterland,86,Friesland,21
2020-04-19,Smallingerland,90,Friesland,39
2020-04-19,Terschelling,93,Friesland,2
2020-04-19,Weststellingwerf,98,Friesland,21
2020-04-19,Assen,106,Drenthe,35
2020-04-19,Coevorden,109,Drenthe,45
2020-04-19,Emmen,114,Drenthe,70
2020-04-19,Hoogeveen,118,Drenthe,58
2020-04-19,Meppel,119,Drenthe,27
2020-04-19,Almelo,141,Overijssel,79
2020-04-19,Borne,147,Overijssel,43
2020-04-19,Dalfsen,148,Overijssel,63
2020-04-19,Deventer,150,Overijssel,151
2020-04-19,Enschede,153,Overijssel,156
2020-04-19,Haaksbergen,158,Overijssel,49
2020-04-19,Hardenberg,160,Overijssel,143
2020-04-19,Hellendoorn,163,Overijssel,52
2020-04-19,Hengelo,164,Overijssel,105
2020-04-19,Kampen,166,Overijssel,283
2020-04-19,Losser,168,Overijssel,20
2020-04-19,Noordoostpolder,171,Flevoland,49
2020-04-19,Oldenzaal,173,Overijssel,46
2020-04-19,Ommen,175,Overijssel,42
2020-04-19,Raalte,177,Overijssel,91
2020-04-19,Staphorst,180,Overijssel,50
2020-04-19,Tubbergen,183,Overijssel,70
2020-04-19,Urk,184,Flevoland,57
2020-04-19,Wierden,189,Overijssel,37
2020-04-19,Zwolle,193,Overijssel,282
2020-04-19,Aalten,197,Gelderland,45
2020-04-19,Apeldoorn,200,Gelderland,237
2020-04-19,Arnhem,202,Gelderland,203
2020-04-19,Barneveld,203,Gelderland,92
2020-04-19,Beuningen,209,Gelderland,49
2020-04-19,Brummen,213,Gelderland,32
2020-04-19,Buren,214,Gelderland,32
2020-04-19,Culemborg,216,Gelderland,50
2020-04-19,Doesburg,221,Gelderland,21
2020-04-19,Doetinchem,222,Gelderland,71
2020-04-19,Druten,225,Gelderland,94
2020-04-19,Duiven,226,Gelderland,34
2020-04-19,Ede,228,Gelderland,155
2020-04-19,Elburg,230,Gelderland,91
2020-04-19,Epe,232,Gelderland,99
2020-04-19,Ermelo,233,Gelderland,81
2020-04-19,Harderwijk,243,Gelderland,81
2020-04-19,Hattem,244,Gelderland,38
2020-04-19,Heerde,246,Gelderland,132
2020-04-19,Heumen,252,Gelderland,52
2020-04-19,Lochem,262,Gelderland,63
2020-04-19,Maasdriel,263,Gelderland,28
2020-04-19,Nijkerk,267,Gelderland,47
2020-04-19,Nijmegen,268,Gelderland,473
2020-04-19,Oldebroek,269,Gelderland,98
2020-04-19,Putten,273,Gelderland,17
2020-04-19,Renkum,274,Gelderland,51
2020-04-19,Rheden,275,Gelderland,61
2020-04-19,Rozendaal,277,Gelderland,2
2020-04-19,Scherpenzeel,279,Gelderland,17
2020-04-19,Tiel,281,Gelderland,81
2020-04-19,Voorst,285,Gelderland,49
2020-04-19,Wageningen,289,Gelderland,39
2020-04-19,Westervoort,293,Gelderland,27
2020-04-19,Winterswijk,294,Gelderland,25
2020-04-19,Wijchen,296,Gelderland,113
2020-04-19,Zaltbommel,297,Gelderland,55
2020-04-19,Zevenaar,299,Gelderland,77
2020-04-19,Zutphen,301,Gelderland,54
2020-04-19,Nunspeet,302,Gelderland,139
2020-04-19,Dronten,303,Flevoland,90
2020-04-19,Amersfoort,307,Utrecht,139
2020-04-19,Baarn,308,Utrecht,33
2020-04-19,De Bilt,310,Utrecht,91
2020-04-19,Bunnik,312,Utrecht,22
2020-04-19,Bunschoten,313,Utrecht,46
2020-04-19,Eemnes,317,Utrecht,13
2020-04-19,Houten,321,Utrecht,94
2020-04-19,Leusden,327,Utrecht,34
2020-04-19,Lopik,331,Utrecht,40
2020-04-19,Montfoort,335,Utrecht,32
2020-04-19,Renswoude,339,Utrecht,15
2020-04-19,Rhenen,340,Utrecht,20
2020-04-19,Soest,342,Utrecht,69
2020-04-19,Utrecht,344,Utrecht,652
2020-04-19,Veenendaal,345,Utrecht,104
2020-04-19,Woudenberg,351,Utrecht,22
2020-04-19,Wijk bij Duurstede,352,Utrecht,25
2020-04-19,IJsselstein,353,Utrecht,91
2020-04-19,Zeist,355,Utrecht,107
2020-04-19,Nieuwegein,356,Utrecht,81
2020-04-19,Aalsmeer,358,Noord-Holland,35
2020-04-19,Alkmaar,361,Noord-Holland,194
2020-04-19,Amstelveen,362,Noord-Holland,252
2020-04-19,Amsterdam,363,Noord-Holland,1472
2020-04-19,Beemster,370,Noord-Holland,8
2020-04-19,Bergen (NH.),373,Noord-Holland,47
2020-04-19,Beverwijk,375,Noord-Holland,67
2020-04-19,Blaricum,376,Noord-Holland,20
2020-04-19,Bloemendaal,377,Noord-Holland,40
2020-04-19,Castricum,383,Noord-Holland,69
2020-04-19,Diemen,384,Noord-Holland,56
2020-04-19,Edam-Volendam,385,Noord-Holland,64
2020-04-19,Enkhuizen,388,Noord-Holland,27
2020-04-19,Haarlem,392,Noord-Holland,226
2020-04-19,Haarlemmermeer,394,Noord-Holland,177
2020-04-19,Heemskerk,396,Noord-Holland,74
2020-04-19,Heemstede,397,Noord-Holland,87
2020-04-19,Heerhugowaard,398,Noord-Holland,109
2020-04-19,Heiloo,399,Noord-Holland,40
2020-04-19,Den Helder,400,Noord-Holland,29
2020-04-19,Hilversum,402,Noord-Holland,98
2020-04-19,Hoorn,405,Noord-Holland,69
2020-04-19,Huizen,406,Noord-Holland,67
2020-04-19,Landsmeer,415,Noord-Holland,19
2020-04-19,Langedijk,416,Noord-Holland,40
2020-04-19,Laren,417,Noord-Holland,22
2020-04-19,Medemblik,420,Noord-Holland,56
2020-04-19,Oostzaan,431,Noord-Holland,23
2020-04-19,Opmeer,432,Noord-Holland,7
2020-04-19,Ouder-Amstel,437,Noord-Holland,25
2020-04-19,Purmerend,439,Noord-Holland,163
2020-04-19,Schagen,441,Noord-Holland,66
2020-04-19,Texel,448,Noord-Holland,11
2020-04-19,Uitgeest,450,Noord-Holland,21
2020-04-19,Uithoorn,451,Noord-Holland,42
2020-04-19,Velsen,453,Noord-Holland,219
2020-04-19,Weesp,457,Noord-Holland,33
2020-04-19,Zandvoort,473,Noord-Holland,29
2020-04-19,Zaanstad,479,Noord-Holland,272
2020-04-19,Alblasserdam,482,Zuid-Holland,34
2020-04-19,Alphen aan den Rijn,484,Zuid-Holland,132
2020-04-19,Barendrecht,489,Zuid-Holland,85
2020-04-19,Drechterland,498,Noord-Holland,35
2020-04-19,Brielle,501,Zuid-Holland,26
2020-04-19,Capelle aan den IJssel,502,Zuid-Holland,207
2020-04-19,Delft,503,Zuid-Holland,101
2020-04-19,Dordrecht,505,Zuid-Holland,215
2020-04-19,Gorinchem,512,Zuid-Holland,125
2020-04-19,Gouda,513,Zuid-Holland,195
2020-04-19,'s-Gravenhage,518,Zuid-Holland,845
2020-04-19,Hardinxveld-Giessendam,523,Zuid-Holland,28
2020-04-19,Hellevoetsluis,530,Zuid-Holland,55
2020-04-19,Hendrik-Ido-Ambacht,531,Zuid-Holland,24
2020-04-19,Stede Broec,532,Noord-Holland,44
2020-04-19,Hillegom,534,Zuid-Holland,28
2020-04-19,Katwijk,537,Zuid-Holland,118
2020-04-19,Krimpen aan den IJssel,542,Zuid-Holland,54
2020-04-19,Leiden,546,Zuid-Holland,109
2020-04-19,Leiderdorp,547,Zuid-Holland,23
2020-04-19,Lisse,553,Zuid-Holland,19
2020-04-19,Maassluis,556,Zuid-Holland,41
2020-04-19,Nieuwkoop,569,Zuid-Holland,42
2020-04-19,Noordwijk,575,Zuid-Holland,36
2020-04-19,Oegstgeest,579,Zuid-Holland,34
2020-04-19,Oudewater,589,Utrecht,45
2020-04-19,Papendrecht,590,Zuid-Holland,41
2020-04-19,Ridderkerk,597,Zuid-Holland,86
2020-04-19,Rotterdam,599,Zuid-Holland,1557
2020-04-19,Rijswijk,603,Zuid-Holland,77
2020-04-19,Schiedam,606,Zuid-Holland,135
2020-04-19,Sliedrecht,610,Zuid-Holland,35
2020-04-19,Albrandswaard,613,Zuid-Holland,70
2020-04-19,Westvoorne,614,Zuid-Holland,22
2020-04-19,Vlaardingen,622,Zuid-Holland,165
2020-04-19,Voorschoten,626,Zuid-Holland,28
2020-04-19,Waddinxveen,627,Zuid-Holland,40
2020-04-19,Wassenaar,629,Zuid-Holland,37
2020-04-19,Woerden,632,Utrecht,118
2020-04-19,Zoetermeer,637,Zuid-Holland,138
2020-04-19,Zoeterwoude,638,Zuid-Holland,7
2020-04-19,Zwijndrecht,642,Zuid-Holland,93
2020-04-19,Borsele,654,Zeeland,21
2020-04-19,Goes,664,Zeeland,65
2020-04-19,West Maas en Waal,668,Gelderland,67
2020-04-19,Hulst,677,Zeeland,25
2020-04-19,Kapelle,678,Zeeland,15
2020-04-19,Middelburg,687,Zeeland,40
2020-04-19,Reimerswaal,703,Zeeland,24
2020-04-19,Terneuzen,715,Zeeland,91
2020-04-19,Tholen,716,Zeeland,121
2020-04-19,Veere,717,Zeeland,23
2020-04-19,Vlissingen,718,Zeeland,45
2020-04-19,De Ronde Venen,736,Utrecht,68
2020-04-19,Tytsjerksteradiel,737,Friesland,15
2020-04-19,Asten,743,Noord-Brabant,58
2020-04-19,Baarle-Nassau,744,Noord-Brabant,4
2020-04-19,Bergen op Zoom,748,Noord-Brabant,77
2020-04-19,Best,753,Noord-Brabant,47
2020-04-19,Boekel,755,Noord-Brabant,84
2020-04-19,Boxmeer,756,Noord-Brabant,87
2020-04-19,Boxtel,757,Noord-Brabant,50
2020-04-19,Breda,758,Noord-Brabant,388
2020-04-19,Deurne,762,Noord-Brabant,121
2020-04-19,Pekela,765,Groningen,5
2020-04-19,Dongen,766,Noord-Brabant,60
2020-04-19,Eersel,770,Noord-Brabant,55
2020-04-19,Eindhoven,772,Noord-Brabant,368
2020-04-19,Etten-Leur,777,Noord-Brabant,135
2020-04-19,Geertruidenberg,779,Noord-Brabant,29
2020-04-19,Gilze en Rijen,784,Noord-Brabant,59
2020-04-19,Goirle,785,Noord-Brabant,60
2020-04-19,Grave,786,Noord-Brabant,46
2020-04-19,Haaren,788,Noord-Brabant,36
2020-04-19,Helmond,794,Noord-Brabant,253
2020-04-19,'s-Hertogenbosch,796,Noord-Brabant,351
2020-04-19,Heusden,797,Noord-Brabant,99
2020-04-19,Hilvarenbeek,798,Noord-Brabant,30
2020-04-19,Loon op Zand,809,Noord-Brabant,46
2020-04-19,Mill en Sint Hubert,815,Noord-Brabant,25
2020-04-19,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,41
2020-04-19,Oirschot,823,Noord-Brabant,42
2020-04-19,Oisterwijk,824,Noord-Brabant,51
2020-04-19,Oosterhout,826,Noord-Brabant,78
2020-04-19,Oss,828,Noord-Brabant,367
2020-04-19,Rucphen,840,Noord-Brabant,43
2020-04-19,Sint-Michielsgestel,845,Noord-Brabant,75
2020-04-19,Someren,847,Noord-Brabant,77
2020-04-19,Son en Breugel,848,Noord-Brabant,61
2020-04-19,Steenbergen,851,Noord-Brabant,52
2020-04-19,Waterland,852,Noord-Holland,25
2020-04-19,Tilburg,855,Noord-Brabant,557
2020-04-19,Uden,856,Noord-Brabant,220
2020-04-19,Valkenswaard,858,Noord-Brabant,112
2020-04-19,Veldhoven,861,Noord-Brabant,103
2020-04-19,Vught,865,Noord-Brabant,86
2020-04-19,Waalre,866,Noord-Brabant,24
2020-04-19,Waalwijk,867,Noord-Brabant,115
2020-04-19,Woensdrecht,873,Noord-Brabant,43
2020-04-19,Zundert,879,Noord-Brabant,56
2020-04-19,Wormerland,880,Noord-Holland,32
2020-04-19,Landgraaf,882,Limburg,101
2020-04-19,Beek,888,Limburg,33
2020-04-19,Beesel,889,Limburg,38
2020-04-19,Bergen (L.),893,Limburg,16
2020-04-19,Brunssum,899,Limburg,64
2020-04-19,Gennep,907,Limburg,46
2020-04-19,Heerlen,917,Limburg,244
2020-04-19,Kerkrade,928,Limburg,120
2020-04-19,Maastricht,935,Limburg,523
2020-04-19,Meerssen,938,Limburg,71
2020-04-19,Mook en Middelaar,944,Limburg,26
2020-04-19,Nederweert,946,Limburg,41
2020-04-19,Roermond,957,Limburg,113
2020-04-19,Simpelveld,965,Limburg,35
2020-04-19,Stein,971,Limburg,87
2020-04-19,Vaals,981,Limburg,26
2020-04-19,Venlo,983,Limburg,241
2020-04-19,Venray,984,Limburg,91
2020-04-19,Voerendaal,986,Limburg,35
2020-04-19,Weert,988,Limburg,103
2020-04-19,Valkenburg aan de Geul,994,Limburg,55
2020-04-19,Lelystad,995,Flevoland,113
2020-04-19,Horst aan de Maas,1507,Limburg,100
2020-04-19,Oude IJsselstreek,1509,Gelderland,50
2020-04-19,Teylingen,1525,Zuid-Holland,39
2020-04-19,Utrechtse Heuvelrug,1581,Utrecht,78
2020-04-19,Oost Gelre,1586,Gelderland,43
2020-04-19,Koggenland,1598,Noord-Holland,29
2020-04-19,Lansingerland,1621,Zuid-Holland,148
2020-04-19,Leudal,1640,Limburg,156
2020-04-19,Maasgouw,1641,Limburg,62
2020-04-19,Gemert-Bakel,1652,Noord-Brabant,151
2020-04-19,Halderberge,1655,Noord-Brabant,50
2020-04-19,Heeze-Leende,1658,Noord-Brabant,51
2020-04-19,Laarbeek,1659,Noord-Brabant,89
2020-04-19,Reusel-De Mierden,1667,Noord-Brabant,20
2020-04-19,Roerdalen,1669,Limburg,43
2020-04-19,Roosendaal,1674,Noord-Brabant,158
2020-04-19,Schouwen-Duiveland,1676,Zeeland,29
2020-04-19,Aa en Hunze,1680,Drenthe,13
2020-04-19,Borger-Odoorn,1681,Drenthe,5
2020-04-19,Cuijk,1684,Noord-Brabant,47
2020-04-19,Landerd,1685,Noord-Brabant,109
2020-04-19,De Wolden,1690,Drenthe,35
2020-04-19,Noord-Beveland,1695,Zeeland,5
2020-04-19,Wijdemeren,1696,Noord-Holland,21
2020-04-19,Noordenveld,1699,Drenthe,17
2020-04-19,Twenterand,1700,Overijssel,45
2020-04-19,Westerveld,1701,Drenthe,28
2020-04-19,Sint Anthonis,1702,Noord-Brabant,56
2020-04-19,Lingewaard,1705,Gelderland,75
2020-04-19,Cranendonck,1706,Noord-Brabant,149
2020-04-19,Steenwijkerland,1708,Overijssel,73
2020-04-19,Moerdijk,1709,Noord-Brabant,52
2020-04-19,Echt-Susteren,1711,Limburg,76
2020-04-19,Sluis,1714,Zeeland,16
2020-04-19,Drimmelen,1719,Noord-Brabant,49
2020-04-19,Bernheze,1721,Noord-Brabant,226
2020-04-19,Alphen-Chaam,1723,Noord-Brabant,41
2020-04-19,Bergeijk,1724,Noord-Brabant,44
2020-04-19,Bladel,1728,Noord-Brabant,46
2020-04-19,Gulpen-Wittem,1729,Limburg,48
2020-04-19,Tynaarlo,1730,Drenthe,35
2020-04-19,Midden-Drenthe,1731,Drenthe,17
2020-04-19,Overbetuwe,1734,Gelderland,106
2020-04-19,Hof van Twente,1735,Overijssel,57
2020-04-19,Neder-Betuwe,1740,Gelderland,77
2020-04-19,Rijssen-Holten,1742,Overijssel,100
2020-04-19,Geldrop-Mierlo,1771,Noord-Brabant,81
2020-04-19,Olst-Wijhe,1773,Overijssel,37
2020-04-19,Dinkelland,1774,Overijssel,65
2020-04-19,Westland,1783,Zuid-Holland,203
2020-04-19,Midden-Delfland,1842,Zuid-Holland,13
2020-04-19,Berkelland,1859,Gelderland,51
2020-04-19,Bronckhorst,1876,Gelderland,47
2020-04-19,Sittard-Geleen,1883,Limburg,295
2020-04-19,Kaag en Braassem,1884,Zuid-Holland,21
2020-04-19,Dantumadiel,1891,Friesland,6
2020-04-19,Zuidplas,1892,Zuid-Holland,95
2020-04-19,Peel en Maas,1894,Limburg,237
2020-04-19,Oldambt,1895,Groningen,8
2020-04-19,Zwartewaterland,1896,Overijssel,116
2020-04-19,Súdwest-Fryslân,1900,Friesland,68
2020-04-19,Bodegraven-Reeuwijk,1901,Zuid-Holland,35
2020-04-19,Eijsden-Margraten,1903,Limburg,126
2020-04-19,Stichtse Vecht,1904,Utrecht,77
2020-04-19,Hollands Kroon,1911,Noord-Holland,54
2020-04-19,Leidschendam-Voorburg,1916,Zuid-Holland,70
2020-04-19,Goeree-Overflakkee,1924,Zuid-Holland,233
2020-04-19,Pijnacker-Nootdorp,1926,Zuid-Holland,80
2020-04-19,Nissewaard,1930,Zuid-Holland,121
2020-04-19,Krimpenerwaard,1931,Zuid-Holland,117
2020-04-19,De Fryske Marren,1940,Friesland,51
2020-04-19,Gooise Meren,1942,Noord-Holland,82
2020-04-19,Berg en Dal,1945,Gelderland,153
2020-04-19,Meierijstad,1948,Noord-Brabant,432
2020-04-19,Waadhoeke,1949,Friesland,73
2020-04-19,Westerwolde,1950,Groningen,5
2020-04-19,Midden-Groningen,1952,Groningen,26
2020-04-19,Beekdaelen,1954,Limburg,99
2020-04-19,Montferland,1955,Gelderland,62
2020-04-19,Altena,1959,Noord-Brabant,98
2020-04-19,West Betuwe,1960,Gelderland,131
2020-04-19,Vijfheerenlanden,1961,Utrecht,177
2020-04-19,Hoeksche Waard,1963,Zuid-Holland,189
2020-04-19,Het Hogeland,1966,Groningen,24
2020-04-19,Westerkwartier,1969,Groningen,53
2020-04-19,Noardeast-Fryslân,1970,Friesland,23
